image_id,dimension,class_name,inference_time,bboxes,scores
000000000139.jpg,"[416.0, 277.0]","['chair', 'tv']",4.989802122116089,"[[192, 142, 230, 204], [5, 108, 98, 169]]","['0.887', '0.844']"
000000000285.jpg,"[381.0, 416.0]",['bear'],5.559141397476196,"[[5, 34, 386, 406]]",['0.989']
000000000632.jpg,"[416.0, 314.0]","['bed', 'potted plant', 'potted plant']",5.2961785793304434,"[[6, 178, 253, 309], [219, 137, 277, 230], [123, 86, 154, 150]]","['0.919', '0.885', '0.815']"
000000000724.jpg,"[312.0, 416.0]",['stop sign'],4.98910927772522,"[[100, 61, 213, 185]]",['0.988']
000000000776.jpg,"[278.0, 416.0]",['teddy bear'],5.061066389083862,"[[-1, 179, 208, 410]]",['0.966']
000000000785.jpg,"[416.0, 276.0]",['person'],5.058653831481934,"[[181, 30, 323, 245]]",['0.999']
000000000802.jpg,"[276.0, 416.0]","['refrigerator', 'oven']",5.020296096801758,"[[153, 120, 264, 342], [21, 184, 103, 341]]","['0.984', '0.963']"
000000000872.jpg,"[404.0, 416.0]",['person'],5.05145001411438,"[[102, 83, 245, 390]]",['0.981']
000000000885.jpg,"[416.0, 278.0]","['person', 'person', 'person', 'tennis racket']",5.153579711914063,"[[183, 122, 269, 257], [387, 19, 417, 162], [195, 56, 257, 150], [260, 176, 311, 200]]","['0.988', '0.976', '0.806', '0.868']"
000000001000.jpg,"[416.0, 312.0]","['person', 'person', 'person', 'person', 'person', 'person']",5.109263896942139,"[[78, 93, 130, 251], [173, 60, 228, 268], [28, 119, 73, 256], [325, 121, 414, 316], [261, 122, 337, 316], [213, 98, 271, 306]]","['0.981', '0.980', '0.958', '0.942', '0.909', '0.882']"
000000001268.jpg,"[416.0, 278.0]","['person', 'person', 'person', 'handbag']",5.200526237487793,"[[322, 57, 416, 274], [262, 133, 303, 190], [13, 138, 47, 184], [321, 129, 391, 265]]","['0.995', '0.989', '0.818', '0.905']"
000000001296.jpg,"[278.0, 416.0]",['person'],5.156861782073975,"[[1, 6, 289, 409]]",['0.997']
000000001353.jpg,"[312.0, 416.0]",[],5.082724332809448,[],[]
000000001425.jpg,"[416.0, 333.0]",['cake'],5.20371150970459,"[[39, 122, 284, 252]]",['0.848']
000000001490.jpg,"[416.0, 205.0]",['person'],5.0892534255981445,"[[295, 76, 324, 155]]",['0.987']
000000001503.jpg,"[416.0, 312.0]","['keyboard', 'laptop', 'mouse', 'tv']",5.009358644485474,"[[218, 196, 407, 258], [-1, 128, 162, 303], [160, 233, 205, 257], [164, 16, 306, 134]]","['0.991', '0.991', '0.961', '0.909']"
000000001532.jpg,"[416.0, 312.0]","['car', 'car', 'car']",5.047621011734009,"[[0, 245, 73, 312], [278, 258, 317, 293], [145, 234, 274, 315]]","['0.980', '0.962', '0.854']"
000000001584.jpg,"[416.0, 416.0]","['person', 'bus', 'bus', 'bus']",5.139908075332642,"[[53, 255, 66, 291], [84, 60, 352, 361], [347, 215, 384, 259], [387, 215, 415, 275]]","['0.869', '0.992', '0.855', '0.826']"
000000001675.jpg,"[416.0, 312.0]",['cat'],5.018388271331787,"[[-13, 9, 421, 213]]",['0.959']
000000001761.jpg,"[278.0, 416.0]","['airplane', 'airplane']",5.156240463256836,"[[98, 7, 145, 58], [180, 90, 216, 119]]","['0.970', '0.965']"
000000001818.jpg,"[416.0, 276.0]",['zebra'],5.035451173782349,"[[-7, -1, 418, 283]]",['0.903']
000000001993.jpg,"[416.0, 272.0]","['bed', 'chair']",5.05090856552124,"[[170, 112, 398, 263], [72, 159, 148, 264]]","['0.977', '0.920']"
000000002006.jpg,"[416.0, 312.0]","['person', 'bus']",5.229522705078125,"[[4, 161, 33, 236], [35, 54, 385, 270]]","['0.990', '0.997']"
000000002149.jpg,"[416.0, 278.0]",[],4.692013740539551,[],[]
000000002153.jpg,"[416.0, 312.0]","['person', 'person']",5.1294026374816895,"[[184, 185, 301, 288], [117, 1, 153, 77]]","['0.930', '0.918']"
000000002157.jpg,"[416.0, 278.0]","['wine glass', 'wine glass', 'dining table']",5.046051263809204,"[[150, 32, 192, 130], [112, 45, 149, 119], [3, 15, 425, 288]]","['0.953', '0.904', '0.945']"
000000002261.jpg,"[416.0, 278.0]",[],5.319403171539307,[],[]
000000002299.jpg,"[416.0, 251.0]",[],5.116158485412598,[],[]
000000002431.jpg,"[297.0, 416.0]",['wine glass'],5.061137437820435,"[[196, -3, 273, 138]]",['0.992']
