image_id,dimension,class_name,inference_time,bboxes,scores
000000329080.jpg,"[853.0, 640.0]","['bed', 'bed', 'couch']",18.568665504455566,"[[-1, 247, 429, 475], [127, 293, 830, 632], [-3, 244, 435, 478]]","['0.999', '0.996', '0.871']"
000000555705.jpg,"[1000.0, 580.0]","['cat', 'cat']",6.426533460617065,"[[23, 64, 563, 474], [439, 23, 999, 482]]","['0.996', '0.994']"
000000230166.jpg,"[957.0, 640.0]","['cow', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep']",6.719510793685912,"[[433, 253, 744, 452], [439, 253, 740, 450], [59, 252, 249, 411], [278, 277, 372, 387], [374, 302, 444, 380], [0, 265, 53, 343], [728, 281, 752, 345], [806, 295, 841, 332], [24, 242, 190, 392], [885, 313, 951, 417]]","['0.942', '1.000', '0.998', '0.964', '0.935', '0.931', '0.916', '0.884', '0.865', '0.822']"
000000528977.jpg,"[640.0, 853.0]",[],6.5546226501464835,[],[]
000000563653.jpg,"[950.0, 640.0]","['handbag', 'truck', 'truck', 'truck', 'backpack', 'car', 'car', 'car', 'car', 'car', 'car', 'car', 'car', 'person', 'person', 'person']",5.9329118728637695,"[[103, 370, 117, 420], [267, 371, 313, 410], [764, 376, 915, 439], [509, 363, 568, 407], [103, 370, 118, 421], [765, 376, 916, 439], [267, 372, 313, 410], [350, 376, 402, 409], [441, 375, 509, 412], [560, 372, 606, 409], [511, 364, 568, 407], [423, 378, 452, 403], [400, 380, 418, 397], [154, 352, 199, 471], [105, 347, 155, 472], [630, 381, 640, 408]]","['0.914', '0.960', '0.945', '0.906', '0.917', '1.000', '0.999', '0.998', '0.995', '0.991', '0.986', '0.945', '0.817', '0.998', '0.997', '0.909']"
000000405972.jpg,"[962.0, 640.0]","['elephant', 'elephant']",6.7289297580718985,"[[185, 22, 659, 534], [127, 298, 439, 630]]","['1.000', '1.000']"
000000398742.jpg,"[640.0, 959.0]","['sports ball', 'car', 'car', 'person', 'person', 'person']",6.6285057067871085,"[[329, 306, 446, 408], [0, 607, 152, 738], [524, 617, 641, 753], [1, 52, 548, 893], [441, 725, 635, 953], [75, 670, 515, 955]]","['1.000', '0.988', '0.975', '0.994', '0.993', '0.983']"
000000455352.jpg,"[773.0, 640.0]","['clock', 'clock']",6.609890699386598,"[[364, 500, 485, 618], [374, 187, 459, 289]]","['0.999', '0.997']"
000000532058.jpg,"[853.0, 640.0]","['bottle', 'bottle', 'bed', 'person', 'person']",4.858639717102051,"[[471, 290, 681, 374], [784, 1, 851, 128], [-6, 41, 902, 676], [92, 198, 816, 603], [286, 176, 793, 422]]","['0.978', '0.950', '0.990', '0.996', '0.942']"
000000400803.jpg,"[959.0, 640.0]","['boat', 'truck', 'person']",4.908510446548462,"[[147, 122, 561, 591], [161, 145, 564, 542], [264, 399, 314, 470]]","['0.997', '0.806', '0.897']"
000000464476.jpg,"[853.0, 640.0]","['tv', 'person']",4.809399366378784,"[[476, 357, 813, 604], [89, 97, 197, 412]]","['0.995', '0.999']"
000000090003.jpg,"[853.0, 640.0]","['dog', 'dog', 'frisbee', 'sheep']",4.883307456970215,"[[307, 269, 645, 489], [174, 270, 442, 441], [178, 334, 256, 366], [306, 271, 645, 494]]","['1.000', '1.000', '0.989', '0.914']"
000000481386.jpg,"[640.0, 959.0]","['bowl', 'wine glass', 'potted plant', 'cup', 'person']",4.780945777893066,"[[69, 334, 195, 415], [534, 114, 551, 155], [14, 19, 147, 223], [416, 202, 465, 238], [143, 142, 480, 872]]","['0.979', '0.847', '0.962', '0.801', '1.000']"
000000363875.jpg,"[640.0, 734.0]","['motorcycle', 'person']",6.751442193984985,"[[2, 156, 627, 717], [122, 21, 448, 510]]","['0.999', '0.994']"
000000129416.jpg,"[853.0, 640.0]","['horse', 'horse', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'elephant', 'elephant', 'elephant', 'sheep']",4.841658592224121,"[[57, 362, 92, 418], [142, 368, 186, 429], [701, 372, 804, 441], [57, 361, 92, 417], [449, 373, 524, 432], [141, 368, 187, 429], [335, 382, 372, 428], [247, 364, 323, 413], [296, 389, 336, 431], [297, 390, 336, 431], [335, 382, 372, 428], [448, 374, 525, 433], [141, 368, 186, 429]]","['0.983', '0.819', '0.999', '0.997', '0.997', '0.994', '0.951', '0.921', '0.839', '0.916', '0.865', '0.812', '0.935']"
000000378673.jpg,"[962.0, 640.0]","['car', 'car', 'skateboard', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']",4.867481470108032,"[[411, 265, 459, 295], [0, 236, 32, 253], [475, 394, 610, 435], [356, 69, 629, 411], [904, 221, 932, 253], [373, 255, 406, 336], [736, 236, 758, 296], [669, 270, 687, 316], [115, 235, 140, 290], [685, 270, 707, 315], [785, 243, 813, 314], [824, 265, 843, 296], [139, 260, 168, 301], [168, 254, 189, 306], [756, 237, 779, 303], [809, 268, 827, 305], [654, 271, 670, 317], [297, 267, 324, 332], [833, 263, 861, 292], [98, 244, 113, 289]]","['0.960', '0.817', '1.000', '1.000', '0.988', '0.988', '0.966', '0.963', '0.955', '0.948', '0.925', '0.920', '0.905', '0.903', '0.886', '0.870', '0.865', '0.865', '0.820', '0.810']"
000000502910.jpg,"[640.0, 962.0]",[],6.820355653762817,[],[]
000000541773.jpg,"[853.0, 640.0]","['bottle', 'bottle', 'bottle', 'bottle', 'wine glass', 'wine glass', 'wine glass', 'dining table', 'cup', 'cup', 'person']",4.907142162322998,"[[293, 371, 355, 601], [185, 346, 255, 592], [231, 337, 294, 547], [427, 90, 442, 139], [341, 475, 403, 637], [190, 544, 265, 637], [375, 562, 448, 638], [14, 364, 575, 630], [372, 566, 449, 640], [192, 545, 262, 634], [354, -6, 776, 637]]","['0.998', '0.998', '0.993', '0.913', '0.999', '0.988', '0.957', '0.814', '0.925', '0.880', '1.000']"
000000334417.jpg,"[968.0, 640.0]","['pizza', 'tie', 'person']",5.667389631271362,"[[418, 324, 531, 384], [494, 529, 553, 607], [171, 100, 895, 631]]","['0.980', '0.991', '0.999']"
