image_id,dimension,class_name,inference_time,bboxes,scores
000000329080.jpg,"[853.0, 640.0]",['bed'],5.082817316055298,"[[-1, 243, 432, 483]]",['0.931']
000000555705.jpg,"[1000.0, 580.0]",[],4.49345588684082,[],[]
000000230166.jpg,"[957.0, 640.0]","['sheep', 'sheep', 'sheep', 'sheep']",5.094566583633423,"[[81, 258, 282, 422], [26, 244, 200, 382], [427, 261, 747, 454], [282, 277, 371, 384]]","['0.943', '0.885', '0.851', '0.847']"
000000528977.jpg,"[640.0, 853.0]",[],5.137223720550537,[],[]
000000563653.jpg,"[950.0, 640.0]","['person', 'car', 'person', 'car', 'car', 'car', 'traffic light', 'traffic light', 'car']",2.568713426589966,"[[104, 349, 161, 470], [444, 374, 507, 413], [155, 353, 201, 471], [267, 372, 313, 411], [766, 374, 916, 439], [348, 376, 402, 409], [382, 324, 389, 338], [294, 320, 301, 336], [420, 375, 456, 405]]","['0.984', '0.984', '0.981', '0.964', '0.949', '0.948', '0.898', '0.879', '0.851']"
000000405972.jpg,"[962.0, 640.0]","['elephant', 'elephant']",4.885462522506714,"[[169, 32, 641, 510], [121, 301, 442, 626]]","['0.989', '0.967']"
000000398742.jpg,"[640.0, 959.0]","['person', 'sports ball', 'person', 'person']",5.036439895629883,"[[24, 49, 571, 631], [330, 306, 445, 410], [63, 671, 493, 960], [409, 725, 639, 955]]","['0.947', '0.906', '0.903', '0.879']"
000000455352.jpg,"[773.0, 640.0]","['clock', 'clock']",5.038907527923584,"[[365, 499, 485, 620], [374, 179, 463, 308]]","['0.982', '0.888']"
000000532058.jpg,"[853.0, 640.0]",['bottle'],0.07689762115478516,"[[785, 0, 855, 132]]",['0.890']
000000400803.jpg,"[959.0, 640.0]","['boat', 'person']",0.5092921257019043,"[[161, 147, 549, 599], [264, 384, 351, 484]]","['0.932', '0.841']"
000000464476.jpg,"[853.0, 640.0]",['person'],0.06795430183410645,"[[89, 99, 200, 418]]",['0.945']
000000090003.jpg,"[853.0, 640.0]","['frisbee', 'dog', 'dog']",0.07543587684631348,"[[180, 330, 251, 366], [287, 279, 656, 494], [183, 270, 436, 448]]","['0.992', '0.984', '0.920']"
000000481386.jpg,"[640.0, 959.0]",['potted plant'],0.06768178939819336,"[[8, 13, 142, 219]]",['0.932']
000000363875.jpg,"[640.0, 734.0]",['person'],4.894975423812866,"[[125, 34, 434, 508]]",['0.893']
000000129416.jpg,"[853.0, 640.0]","['cow', 'cow', 'cow', 'cow', 'cow', 'cow']",0.0778055191040039,"[[246, 364, 323, 414], [55, 363, 91, 417], [448, 373, 523, 431], [702, 371, 801, 441], [141, 366, 186, 430], [337, 384, 371, 427]]","['0.980', '0.967', '0.964', '0.958', '0.934', '0.895']"
000000378673.jpg,"[962.0, 640.0]","['person', 'person', 'person', 'person']",0.08225464820861816,"[[351, 70, 630, 410], [373, 256, 405, 336], [904, 221, 933, 254], [785, 242, 810, 315]]","['0.960', '0.957', '0.899', '0.835']"
000000502910.jpg,"[640.0, 962.0]",[],4.855424165725708,[],[]
000000541773.jpg,"[853.0, 640.0]","['bottle', 'wine glass', 'bottle', 'person', 'dining table']",0.08180427551269531,"[[293, 369, 353, 611], [336, 482, 405, 642], [234, 335, 292, 540], [354, -4, 771, 559], [30, 357, 497, 638]]","['0.993', '0.991', '0.990', '0.946', '0.927']"
000000334417.jpg,"[968.0, 640.0]","['person', 'tie']",1.2541618347167969,"[[247, 121, 745, 618], [494, 526, 549, 609]]","['0.993', '0.831']"
000000439715.jpg,"[853.0, 640.0]","['horse', 'person', 'person']",0.07514309883117676,"[[180, 332, 613, 645], [346, 217, 449, 536], [66, 365, 106, 460]]","['0.992', '0.930', '0.807']"
000000466835.jpg,"[640.0, 853.0]",['banana'],0.07683038711547852,"[[236, 61, 450, 613]]",['0.915']
000000565469.jpg,"[640.0, 962.0]",['clock'],0.08432674407958984,"[[247, 108, 314, 160]]",['0.844']
000000507893.jpg,"[640.0, 959.0]",[],0.08070182800292969,[],[]
000000013729.jpg,"[853.0, 640.0]","['person', 'person', 'person', 'bottle', 'couch']",0.08736491203308105,"[[345, 84, 452, 499], [490, 66, 642, 558], [96, 118, 329, 624], [691, 324, 706, 376], [270, 261, 538, 475]]","['0.992', '0.981', '0.927', '0.901', '0.837']"
000000106281.jpg,"[964.0, 640.0]",[],0.52591872215271,[],[]
000000153527.jpg,"[853.0, 640.0]",[],0.0626375675201416,[],[]
000000183391.jpg,"[640.0, 648.0]","['person', 'person', 'tennis racket', 'person']",4.911517143249512,"[[248, 319, 304, 381], [235, 106, 502, 603], [93, 4, 220, 133], [81, 252, 134, 309]]","['0.949', '0.940', '0.933', '0.847']"
000000367818.jpg,"[959.0, 640.0]","['horse', 'person']",0.07924246788024902,"[[183, 83, 749, 577], [136, 117, 284, 591]]","['0.981', '0.877']"
000000502347.jpg,"[853.0, 640.0]",['airplane'],0.06468081474304199,"[[458, 147, 505, 167]]",['0.967']
000000041872.jpg,"[962.0, 640.0]","['clock', 'chair']",0.08263635635375977,"[[269, 206, 334, 288], [489, 384, 646, 548]]","['0.948', '0.927']"
000000051738.jpg,"[853.0, 640.0]",['suitcase'],0.08066749572753906,"[[2, 267, 89, 483]]",['0.819']
000000323151.jpg,"[640.0, 853.0]","['cup', 'pizza']",0.07275581359863281,"[[497, 14, 642, 377], [-1, 311, 556, 747]]","['0.829', '0.829']"
000000564023.jpg,"[640.0, 853.0]",['toilet'],0.08144068717956543,"[[240, 539, 338, 697]]",['0.962']
000000127494.jpg,"[961.0, 640.0]",[],0.3405156135559082,[],[]
000000500565.jpg,"[879.0, 640.0]",['person'],5.069741725921631,"[[1, -2, 551, 552]]",['0.920']
000000484415.jpg,"[853.0, 640.0]",[],0.04719972610473633,[],[]
000000225670.jpg,"[959.0, 640.0]","['dog', 'frisbee']",0.08160281181335449,"[[376, 214, 607, 346], [657, 236, 703, 265]]","['0.950', '0.851']"
000000460147.jpg,"[966.0, 640.0]","['car', 'car', 'car', 'car', 'truck', 'car', 'car']",0.5221631526947021,"[[809, 404, 967, 565], [626, 261, 662, 290], [807, 331, 915, 411], [358, 441, 448, 543], [713, 342, 831, 435], [429, 292, 469, 326], [938, 379, 967, 461]]","['0.940', '0.917', '0.892', '0.881', '0.831', '0.816', '0.805']"
000000382743.jpg,"[853.0, 640.0]","['kite', 'kite']",0.08087778091430664,"[[371, 395, 503, 470], [139, 278, 249, 391]]","['0.931', '0.914']"
000000127476.jpg,"[640.0, 853.0]",[],0.0785973072052002,[],[]
000000300039.jpg,"[856.0, 640.0]","['cup', 'cup', 'bottle', 'bottle']",0.4489119052886963,"[[346, -1, 512, 212], [387, 293, 458, 386], [327, 237, 394, 439], [530, 0, 702, 264]]","['0.859', '0.856', '0.850', '0.806']"
000000247917.jpg,"[640.0, 640.0]","['person', 'person', 'baseball glove', 'person', 'person', 'person', 'baseball glove', 'person', 'person', 'person', 'baseball glove', 'person']",5.139941453933716,"[[483, 235, 619, 581], [143, 239, 278, 624], [312, 437, 355, 504], [37, 209, 164, 615], [330, 254, 427, 594], [260, 248, 351, 602], [394, 435, 432, 496], [405, 229, 501, 577], [61, 61, 232, 352], [350, 98, 510, 311], [579, 402, 619, 459], [317, 212, 370, 326]]","['0.998', '0.991', '0.989', '0.983', '0.980', '0.980', '0.978', '0.963', '0.956', '0.947', '0.908', '0.896']"
000000150265.jpg,"[640.0, 853.0]","['fire hydrant', 'person', 'person']",0.07729935646057129,"[[407, 216, 460, 353], [19, 103, 211, 521], [176, 480, 423, 855]]","['0.995', '0.987', '0.959']"
000000329614.jpg,"[1000.0, 416.0]","['car', 'bus', 'car', 'car']",5.618118524551392,"[[306, 302, 369, 350], [236, 251, 434, 327], [575, 306, 680, 342], [764, 308, 830, 332]]","['0.985', '0.981', '0.969', '0.870']"
000000489611.jpg,"[659.0, 640.0]","['potted plant', 'person']",6.494052410125732,"[[527, 85, 659, 207], [13, 15, 537, 598]]","['0.947', '0.941']"
000000410510.jpg,"[920.0, 640.0]","['person', 'sports ball']",6.5514075756073,"[[356, 268, 493, 481], [425, 289, 439, 303]]","['0.984', '0.812']"
000000519522.jpg,"[640.0, 959.0]","['clock', 'clock']",0.08021187782287598,"[[167, 373, 218, 444], [259, 374, 307, 440]]","['0.966', '0.957']"
000000157390.jpg,"[853.0, 640.0]","['broccoli', 'broccoli', 'broccoli']",0.05397915840148926,"[[331, 120, 487, 255], [108, 206, 309, 393], [317, 387, 552, 588]]","['0.918', '0.879', '0.860']"
000000256518.jpg,"[962.0, 640.0]","['cup', 'cup', 'bowl']",0.0606999397277832,"[[649, 67, 836, 321], [275, -3, 418, 172], [410, 4, 771, 145]]","['0.975', '0.969', '0.908']"
000000372260.jpg,"[640.0, 959.0]","['car', 'car', 'potted plant']",0.05787086486816406,"[[128, 447, 184, 508], [1, 468, 174, 791], [382, 478, 498, 650]]","['0.873', '0.869', '0.848']"
000000369370.jpg,"[853.0, 640.0]",[],0.044946908950805664,[],[]
000000426253.jpg,"[959.0, 640.0]",['bottle'],0.051805973052978516,"[[880, 129, 958, 558]]",['0.990']
000000514797.jpg,"[933.0, 640.0]","['person', 'person']",5.192764520645142,"[[19, 396, 112, 635], [573, 214, 738, 639]]","['0.994', '0.937']"
000000092091.jpg,"[853.0, 640.0]","['person', 'tv', 'chair']",0.04739546775817871,"[[330, 214, 586, 637], [235, 170, 431, 299], [-5, 177, 251, 543]]","['0.974', '0.962', '0.812']"
000000256192.jpg,"[853.0, 640.0]",['motorcycle'],0.04664444923400879,"[[150, 119, 718, 614]]",['0.914']
000000459437.jpg,"[962.0, 640.0]",['sheep'],0.04985976219177246,"[[516, 155, 969, 630]]",['0.843']
000000520264.jpg,"[853.0, 640.0]","['person', 'microwave', 'person', 'bottle', 'wine glass', 'bottle', 'wine glass']",0.04908251762390137,"[[544, 230, 741, 635], [127, 417, 331, 560], [419, 263, 573, 635], [362, 392, 382, 454], [614, 431, 647, 493], [326, 403, 349, 498], [351, 444, 375, 503]]","['0.992', '0.987', '0.980', '0.967', '0.959', '0.947', '0.926']"
000000579970.jpg,"[952.0, 640.0]","['tv', 'chair']",0.5130372047424316,"[[707, 201, 773, 304], [501, 279, 599, 404]]","['0.919', '0.904']"
000000032941.jpg,"[640.0, 894.0]","['car', 'car', 'traffic light', 'person', 'bus', 'person']",6.536994695663452,"[[443, 272, 486, 311], [373, 272, 420, 315], [288, 175, 301, 218], [141, 266, 152, 307], [443, 237, 477, 284], [572, 265, 580, 305]]","['0.990', '0.989', '0.939', '0.873', '0.842', '0.815']"
000000429718.jpg,"[640.0, 640.0]",['train'],0.06045413017272949,"[[139, 276, 362, 468]]",['0.995']
000000371749.jpg,"[853.0, 640.0]",['remote'],0.04071211814880371,"[[496, 278, 626, 392]]",['0.934']
000000450686.jpg,"[640.0, 802.0]","['person', 'cell phone']",6.5176472663879395,"[[7, 315, 541, 813], [207, 199, 457, 597]]","['0.966', '0.961']"
000000361147.jpg,"[640.0, 982.0]","['person', 'person', 'tennis racket', 'person']",5.039792776107788,"[[85, 69, 183, 242], [241, 81, 634, 659], [189, 43, 352, 356], [462, 82, 546, 183]]","['0.876', '0.868', '0.865', '0.833']"
000000227511.jpg,"[853.0, 640.0]","['car', 'car', 'car', 'car']",0.051702022552490234,"[[118, 489, 380, 641], [385, 446, 452, 498], [268, 438, 299, 460], [235, 443, 262, 456]]","['0.990', '0.970', '0.903', '0.866']"
000000270122.jpg,"[959.0, 640.0]",[],0.04975533485412598,[],[]
000000242060.jpg,"[892.0, 640.0]","['cup', 'cup', 'cake']",4.843174457550049,"[[281, 63, 395, 268], [396, 19, 505, 200], [483, 311, 599, 446]]","['0.926', '0.912', '0.843']"
000000534601.jpg,"[964.0, 640.0]",[],0.04684710502624512,[],[]
000000426836.jpg,"[640.0, 640.0]",['person'],0.04297375679016113,"[[326, 415, 349, 517]]",['0.963']
