image_id,dimension,class_name,inference_time,bboxes,scores
000000329080.jpg,"[320.0, 240.0]","['bed', 'bed']",1.3457005023956299,"[[57, 97, 310, 240], [1, 88, 166, 178]]","['0.948', '0.931']"
000000555705.jpg,"[320.0, 186.0]","['cat', 'cat']",1.3477156162261963,"[[4, 19, 166, 152], [154, 10, 316, 159]]","['0.971', '0.933']"
000000230166.jpg,"[320.0, 214.0]","['sheep', 'sheep']",1.3438138961791992,"[[156, 85, 249, 152], [10, 82, 64, 128]]","['0.947', '0.856']"
000000528977.jpg,"[240.0, 320.0]",[],1.3796823024749756,[],[]
000000563653.jpg,"[320.0, 216.0]","['person', 'person', 'car', 'car']",0.24315428733825684,"[[36, 117, 49, 158], [52, 118, 67, 158], [258, 126, 307, 147], [155, 127, 172, 139]]","['0.977', '0.964', '0.950', '0.889']"
000000405972.jpg,"[320.0, 213.0]","['elephant', 'elephant']",0.09540510177612305,"[[57, 6, 214, 170], [36, 100, 146, 206]]","['0.994', '0.970']"
000000398742.jpg,"[214.0, 320.0]","['person', 'person', 'sports ball', 'person']",1.349635362625122,"[[-1, 19, 184, 265], [131, 242, 215, 318], [109, 102, 149, 134], [24, 225, 151, 316]]","['0.992', '0.829', '0.822', '0.806']"
000000455352.jpg,"[320.0, 265.0]",['clock'],1.3853511810302734,"[[150, 206, 199, 256]]",['0.957']
000000532058.jpg,"[320.0, 240.0]","['person', 'bed']",0.035943031311035156,"[[17, 63, 318, 231], [8, 38, 318, 249]]","['0.842', '0.822']"
000000400803.jpg,"[320.0, 214.0]",['boat'],0.055795907974243164,"[[52, 40, 181, 198]]",['0.970']
000000464476.jpg,"[320.0, 240.0]","['person', 'tv']",0.05415034294128418,"[[34, 38, 75, 156], [178, 135, 301, 228]]","['0.931', '0.916']"
000000090003.jpg,"[320.0, 240.0]","['dog', 'frisbee']",0.041214942932128906,"[[106, 101, 246, 180], [67, 124, 94, 138]]","['0.978', '0.927']"
000000481386.jpg,"[214.0, 320.0]",['person'],0.06016254425048828,"[[53, 57, 153, 286]]",['0.977']
000000363875.jpg,"[279.0, 320.0]","['motorcycle', 'person']",1.3993399143218994,"[[3, 55, 281, 313], [51, 0, 186, 267]]","['0.997', '0.898']"
